Start,End,Colour
2018-06-23 11:15:00,2018-06-23 13:40:00,Amber
2018-07-02 12:15:00,2018-07-02 13:15:00,Amber
2018-07-15 12:35:00,2018-07-15 14:00:00,Amber
2018-08-10 16:15:00,2018-08-10 18:50:00,Amber
2018-08-11 07:15:00,2018-08-11 12:05:00,Amber
2018-08-12 05:15:00,2018-08-12 06:45:00,Amber
2018-08-17 10:20:00,2018-08-17 11:25:00,Amber
2018-08-19 06:25:00,2018-08-19 09:15:00,Amber
2018-08-20 05:10:00,2018-08-20 07:45:00,Amber
2018-08-22 18:10:00,2018-08-22 19:45:00,Amber
2018-08-26 22:15:00,2018-08-26 23:05:00,Amber
2018-08-26 23:05:00,2018-08-27 00:45:00,Red
2018-08-27 00:45:00,2018-08-27 01:45:00,Amber
2018-08-27 21:10:00,2018-08-28 02:20:00,Amber
2018-08-28 13:20:00,2018-08-28 14:45:00,Amber
2018-08-29 14:10:00,2018-08-29 18:40:00,Amber
2018-08-29 18:40:00,2018-08-29 21:50:00,Red
2018-08-29 21:50:00,2018-08-29 22:30:00,Amber
2018-09-01 12:55:00,2018-09-01 14:15:00,Amber
2018-09-02 07:40:00,2018-09-02 09:45:00,Amber
2018-09-16 09:10:00,2018-09-16 10:55:00,Amber
2018-09-16 10:55:00,2018-09-16 18:50:00,Red
2018-09-16 18:50:00,2018-09-16 22:30:00,Amber
2018-09-24 10:10:00,2018-09-24 12:00:00,Amber
2019-02-19 09:00:00,2019-02-19 10:10:00,Amber
2019-03-06 11:35:00,2019-03-06 15:20:00,Amber
2019-04-11 21:50:00,2019-04-11 23:45:00,Amber
2019-04-18 21:35:00,2019-04-18 22:35:00,Amber
2019-04-19 14:40:00,2019-04-19 19:10:00,Amber
2019-04-20 13:40:00,2019-04-20 14:20:00,Amber
2019-04-20 14:20:00,2019-04-20 15:20:00,Red
2019-04-20 15:20:00,2019-04-20 16:45:00,Amber
2019-04-27 16:00:00,2019-04-27 18:10:00,Amber
2019-05-20 22:05:00,2019-05-21 00:00:00,Amber
2019-05-21 20:15:00,2019-05-21 21:45:00,Amber
2019-05-26 10:40:00,2019-05-26 12:15:00,Amber
2019-05-27 05:00:00,2019-05-27 08:15:00,Amber
2019-05-28 10:15:00,2019-05-28 11:45:00,Amber
2019-06-01 02:50:00,2019-06-01 04:05:00,Amber
2019-06-04 09:05:00,2019-06-04 10:05:00,Amber
2019-06-11 05:25:00,2019-06-11 07:40:00,Amber
2019-06-13 08:45:00,2019-06-13 10:00:00,Amber
2019-06-13 14:30:00,2019-06-13 17:20:00,Amber
2019-06-14 00:45:00,2019-06-14 01:45:00,Amber
2019-06-25 16:15:00,2019-06-25 17:55:00,Amber
2019-07-03 00:45:00,2019-07-03 02:05:00,Amber
2019-07-19 14:05:00,2019-07-19 15:15:00,Amber
2019-07-19 18:45:00,2019-07-19 19:45:00,Amber
2019-07-20 12:10:00,2019-07-20 13:30:00,Amber
2019-07-31 11:55:00,2019-07-31 14:35:00,Amber
2019-07-31 17:30:00,2019-07-31 20:00:00,Amber
2019-07-31 20:00:00,2019-07-31 21:30:00,Red
2019-08-01 07:25:00,2019-08-01 21:00:00,Amber
2019-08-02 03:25:00,2019-08-02 04:40:00,Amber
2019-08-14 04:45:00,2019-08-14 06:10:00,Amber
2019-08-17 11:15:00,2019-08-17 12:30:00,Amber
2019-08-25 00:50:00,2019-08-25 02:40:00,Amber
2019-08-25 11:30:00,2019-08-25 14:45:00,Amber
2019-08-25 23:55:00,2019-08-26 00:40:00,Amber
2019-08-26 00:40:00,2019-08-26 03:25:00,Red
2019-08-26 03:25:00,2019-08-26 05:00:00,Amber
2019-09-02 12:25:00,2019-09-02 14:00:00,Amber
2019-10-06 23:00:00,2019-10-07 00:30:00,Amber
2019-10-14 03:15:00,2019-10-14 10:00:00,Amber
2020-02-13 10:10:00,2020-02-13 11:15:00,Amber
2020-03-18 10:45:00,2020-03-18 11:45:00,Amber
2020-05-11 21:25:00,2020-05-11 23:10:00,Amber
2020-05-18 10:10:00,2020-05-18 11:15:00,Amber
2020-05-21 01:10:00,2020-05-21 02:30:00,Amber
2020-05-21 02:30:00,2020-05-21 04:30:00,Red
2020-05-21 04:30:00,2020-05-21 05:15:00,Amber
2020-05-25 10:05:00,2020-05-25 10:35:00,Amber
2020-05-25 10:35:00,2020-05-25 11:40:00,Red
2020-05-25 11:40:00,2020-05-25 12:40:00,Amber
2020-05-30 04:30:00,2020-05-30 09:00:00,Amber
2020-05-30 09:00:00,2020-05-30 10:25:00,Red
2020-05-30 10:25:00,2020-05-30 12:05:00,Amber
2020-06-06 00:40:00,2020-06-06 01:30:00,Amber
2020-06-06 01:30:00,2020-06-06 02:55:00,Red
2020-06-06 02:55:00,2020-06-06 05:40:00,Black
2020-06-06 05:40:00,2020-06-06 06:30:00,Red
2020-06-06 06:30:00,2020-06-06 08:05:00,Amber
2020-06-07 06:20:00,2020-06-07 07:30:00,Amber
2020-06-07 07:30:00,2020-06-07 11:00:00,Red
2020-06-07 11:00:00,2020-06-07 12:35:00,Amber
2020-06-08 08:55:00,2020-06-08 11:15:00,Amber
2020-08-05 19:55:00,2020-08-06 00:40:00,Amber
2020-08-18 23:20:00,2020-08-19 10:50:00,Amber
2020-09-05 08:55:00,2020-09-05 09:55:00,Amber
2020-09-05 09:55:00,2020-09-05 10:55:00,Red
2020-09-05 10:55:00,2020-09-05 11:15:00,Amber
2020-09-08 04:25:00,2020-09-08 10:00:00,Amber
2020-09-12 14:10:00,2020-09-12 16:00:00,Amber
2020-09-12 21:30:00,2020-09-12 22:30:00,Amber
2020-09-15 12:10:00,2020-09-15 17:15:00,Amber
2020-09-21 14:30:00,2020-09-21 18:00:00,Amber
2020-09-21 18:00:00,2020-09-21 20:10:00,Red
2020-09-21 20:10:00,2020-09-21 21:40:00,Amber
2020-09-28 18:10:00,2020-09-28 19:40:00,Amber
2020-09-30 19:15:00,2020-09-30 19:50:00,Amber
2020-09-30 19:50:00,2020-09-30 20:10:00,Red
2020-09-30 20:10:00,2020-09-30 21:25:00,Black
2020-09-30 21:25:00,2020-09-30 22:45:00,Red
2020-09-30 22:45:00,2020-09-30 23:30:00,Amber
2020-10-05 07:25:00,2020-10-05 08:05:00,Amber
2020-10-05 08:05:00,2020-10-05 09:05:00,Red
2020-10-05 09:05:00,2020-10-05 09:30:00,Amber
2021-05-04 19:15:00,2021-05-04 21:45:00,Amber
2021-06-01 08:10:00,2021-06-01 09:35:00,Amber
2021-06-01 15:30:00,2021-06-01 17:15:00,Amber
2021-06-01 17:15:00,2021-06-01 18:15:00,Red
2021-06-01 18:15:00,2021-06-01 21:10:00,Amber
2021-06-11 20:25:00,2021-06-11 22:45:00,Amber
2021-06-22 06:50:00,2021-06-22 08:30:00,Amber
2021-06-23 14:10:00,2021-06-23 15:30:00,Amber
2021-06-24 07:00:00,2021-06-24 08:20:00,Amber
2021-06-24 13:30:00,2021-06-24 14:45:00,Amber
2021-06-26 06:00:00,2021-06-26 08:25:00,Amber
2021-06-28 05:05:00,2021-06-28 05:55:00,Amber
2021-06-28 05:55:00,2021-06-28 08:20:00,Red
2021-06-28 08:20:00,2021-06-28 11:05:00,Black
2021-06-28 11:05:00,2021-06-28 11:45:00,Red
2021-06-28 11:45:00,2021-06-28 12:30:00,Amber
2021-07-18 06:20:00,2021-07-18 07:45:00,Amber
2021-07-19 02:35:00,2021-07-19 03:50:00,Amber
2021-07-19 12:30:00,2021-07-19 14:05:00,Amber
2021-07-20 11:40:00,2021-07-20 15:40:00,Amber
2021-07-25 00:05:00,2021-07-25 03:00:00,Amber
2021-07-30 07:15:00,2021-07-30 08:40:00,Amber
2021-08-04 17:10:00,2021-08-04 22:15:00,Amber
2021-08-06 00:35:00,2021-08-06 01:30:00,Amber
2021-08-06 01:30:00,2021-08-06 03:55:00,Red
2021-08-06 03:55:00,2021-08-06 04:35:00,Amber
2021-08-09 00:40:00,2021-08-09 02:55:00,Amber
2021-08-29 10:05:00,2021-08-29 12:15:00,Amber
2021-10-07 23:20:00,2021-10-08 11:20:00,Amber
2021-10-08 11:20:00,2021-10-08 11:45:00,Red
2021-10-08 11:45:00,2021-10-08 12:45:00,Black
2021-10-08 12:45:00,2021-10-08 17:45:00,Red
2021-10-08 17:45:00,2021-10-08 19:25:00,Amber
2021-10-09 13:00:00,2021-10-09 21:05:00,Amber
2021-10-13 14:02:00,2021-10-13 17:10:00,Amber
2022-05-12 05:25:00,2022-05-12 06:40:00,Amber
2022-05-12 12:10:00,2022-05-12 22:45:00,Amber
2022-05-13 03:55:00,2022-05-13 04:25:00,Amber
2022-05-13 04:25:00,2022-05-13 07:05:00,Red
2022-05-13 07:05:00,2022-05-13 07:40:00,Amber
2022-05-13 19:05:00,2022-05-13 22:30:00,Amber
2022-06-07 03:45:00,2022-06-07 06:40:00,Amber
2022-06-07 19:35:00,2022-06-07 20:45:00,Amber
2022-06-08 09:45:00,2022-06-08 10:45:00,Amber
2022-06-08 10:45:00,2022-06-08 16:15:00,Red
2022-06-08 16:15:00,2022-06-08 17:15:00,Amber
2022-06-11 13:15:00,2022-06-11 15:30:00,Amber
2022-06-14 19:30:00,2022-06-14 20:45:00,Amber
2022-06-15 19:30:00,2022-06-15 21:40:00,Amber
2022-07-01 00:50:00,2022-07-01 02:10:00,Amber
2022-07-01 15:15:00,2022-07-01 17:15:00,Amber
2022-07-30 10:00:00,2022-07-30 11:30:00,Amber
2022-08-03 15:30:00,2022-08-03 17:00:00,Amber
2022-08-05 04:08:00,2022-08-05 09:30:00,Amber
2022-08-05 13:05:00,2022-08-05 17:35:00,Amber
2022-08-12 08:40:00,2022-08-12 12:15:00,Amber
2022-08-17 16:10:00,2022-08-17 18:15:00,Amber
2022-09-30 10:25:00,2022-09-30 14:15:00,Amber
2022-09-30 20:10:00,2022-09-30 21:10:00,Amber
2022-11-03 01:35:00,2022-11-03 02:35:00,Amber
2023-03-25 12:20:00,2023-03-25 15:20:00,Amber
2023-04-19 10:15:00,2023-04-19 12:15:00,Amber
2023-04-21 02:00:00,2023-04-21 06:30:00,Amber
2023-04-24 16:15:00,2023-04-24 17:15:00,Amber
2023-05-07 12:10:00,2023-05-07 13:35:00,Amber
2023-05-07 13:35:00,2023-05-07 14:45:00,Red
2023-05-07 14:45:00,2023-05-07 15:15:00,Amber
2023-05-17 11:10:00,2023-05-17 13:00:00,Amber
2023-05-23 04:30:00,2023-05-23 08:45:00,Amber
2023-06-01 05:15:00,2023-06-01 08:00:00,Amber
2023-06-06 10:20:00,2023-06-06 13:35:00,Amber
2023-06-10 20:00:00,2023-06-10 21:15:00,Amber
2023-06-13 22:50:00,2023-06-14 05:50:00,Amber
2023-06-14 23:10:00,2023-06-15 05:30:00,Amber
2023-06-16 09:40:00,2023-06-16 14:00:00,Amber
2023-06-17 12:40:00,2023-06-17 14:05:00,Amber
2023-06-17 14:05:00,2023-06-17 16:15:00,Red
2023-06-17 16:15:00,2023-06-17 17:05:00,Amber
2023-06-18 08:35:00,2023-06-18 10:05:00,Amber
2023-07-17 17:50:00,2023-07-17 19:30:00,Amber
2023-07-29 08:10:00,2023-07-29 09:10:00,Amber
2023-07-29 09:10:00,2023-07-29 10:10:00,Red
2023-07-29 10:10:00,2023-07-29 10:40:00,Amber
2023-07-29 22:45:00,2023-07-30 00:30:00,Amber
2023-07-31 01:00:00,2023-07-31 03:20:00,Amber
2023-08-10 13:10:00,2023-08-10 15:45:00,Amber
2023-08-11 01:30:00,2023-08-11 03:30:00,Amber
2023-08-13 10:05:00,2023-08-13 11:15:00,Amber
2023-08-18 10:30:00,2023-08-18 13:00:00,Amber
2023-08-19 11:55:00,2023-08-19 13:40:00,Amber
2023-09-01 19:45:00,2023-09-02 01:00:00,Amber
2023-09-07 21:25:00,2023-09-07 21:50:00,Amber
2023-09-07 21:50:00,2023-09-07 23:05:00,Red
2023-09-07 23:05:00,2023-09-08 15:40:00,Black
2023-09-08 15:40:00,2023-09-08 16:45:00,Amber
2023-09-10 06:25:00,2023-09-10 08:55:00,Amber
2023-09-14 03:55:00,2023-09-14 05:55:00,Amber
2023-09-14 05:55:00,2023-09-14 10:30:00,Red
2023-09-14 10:30:00,2023-09-14 11:45:00,Amber
2023-09-15 19:55:00,2023-09-15 20:40:00,Amber
2023-09-15 20:40:00,2023-09-15 22:00:00,Red
2023-09-15 22:00:00,2023-09-15 23:45:00,Amber
2023-10-08 20:25:00,2023-10-09 01:55:00,Amber
2023-10-09 01:55:00,2023-10-09 04:00:00,Red
2023-10-09 04:00:00,2023-10-09 10:30:00,Black
2023-10-09 10:30:00,2023-10-09 14:30:00,Red
2023-10-09 14:30:00,2023-10-09 17:45:00,Amber
2024-04-18 13:00:00,2024-04-18 14:05:00,Amber
2024-04-20 19:35:00,2024-04-20 22:30:00,Amber
2024-04-21 10:00:00,2024-04-21 13:45:00,Amber
2024-04-23 08:30:00,2024-04-23 12:50:00,Amber
2024-04-26 08:35:00,2024-04-26 13:45:00,Amber
2024-04-30 21:30:00,2024-04-30 23:00:00,Amber
2024-05-01 04:15:00,2024-05-01 07:00:00,Amber
2024-05-04 07:40:00,2024-05-04 08:55:00,Amber
2024-05-04 08:55:00,2024-05-04 15:50:00,Red
2024-05-04 15:50:00,2024-05-04 20:45:00,Amber
2024-05-21 10:00:00,2024-05-21 14:50:00,Amber
2024-05-21 14:50:00,2024-05-21 16:00:00,Red
2024-05-21 16:00:00,2024-05-21 16:30:00,Amber
2024-05-24 12:10:00,2024-05-24 13:20:00,Amber
2024-05-27 07:50:00,2024-05-27 09:00:00,Amber
2024-05-28 00:20:00,2024-05-28 02:15:00,Amber
2024-05-31 15:30:00,2024-05-31 17:00:00,Amber
2024-06-01 03:25:00,2024-06-01 05:40:00,Amber
2024-06-03 10:10:00,2024-06-03 13:00:00,Amber
2024-06-09 07:15:00,2024-06-09 12:10:00,Amber
2024-06-14 09:25:00,2024-06-14 10:00:00,Amber
2024-06-14 10:00:00,2024-06-14 11:30:00,Red
2024-06-14 11:30:00,2024-06-14 13:10:00,Amber
2024-06-15 06:00:00,2024-06-15 08:10:00,Amber
2024-06-15 12:55:00,2024-06-15 16:30:00,Amber
2024-06-15 17:50:00,2024-06-15 19:45:00,Amber
2024-07-14 19:00:00,2024-07-14 21:35:00,Amber
2024-07-16 05:35:00,2024-07-16 07:25:00,Amber
2024-07-18 13:45:00,2024-07-18 16:00:00,Amber
2024-07-27 09:00:00,2024-07-27 12:50:00,Amber
2024-07-28 05:50:00,2024-07-28 10:40:00,Amber
2024-07-31 07:35:00,2024-07-31 10:45:00,Amber
2024-08-06 13:45:00,2024-08-06 14:45:00,Amber
2024-08-12 07:55:00,2024-08-12 10:00:00,Amber
2024-08-15 11:40:00,2024-08-15 12:40:00,Amber
2024-08-17 05:35:00,2024-08-17 10:55:00,Amber
2024-08-18 06:05:00,2024-08-18 09:00:00,Amber
2024-08-19 13:35:00,2024-08-19 15:00:00,Amber
2024-08-20 05:45:00,2024-08-20 06:45:00,Amber
2024-08-28 16:50:00,2024-08-28 19:00:00,Amber
2024-09-03 22:25:00,2024-09-03 23:50:00,Amber
2024-09-05 21:30:00,2024-09-05 23:40:00,Amber
2024-09-06 02:35:00,2024-09-06 04:25:00,Amber
2024-09-06 19:15:00,2024-09-07 00:50:00,Amber
2024-09-17 21:50:00,2024-09-17 23:50:00,Amber
2024-09-21 11:45:00,2024-09-21 12:05:00,Amber
2024-09-21 12:05:00,2024-09-21 13:20:00,Red
2024-09-21 13:20:00,2024-09-21 13:55:00,Amber
2024-09-24 11:10:00,2024-09-24 13:45:00,Amber
2025-03-15 15:00:00,2025-03-15 16:35:00,Amber
2025-04-25 04:00:00,2025-04-25 05:15:00,Amber
2025-05-07 13:22:00,2025-05-07 14:25:00,Amber
2025-05-29 16:25:00,2025-05-29 18:45:00,Amber
2025-06-17 07:30:00,2025-06-17 10:20:00,Amber
2025-06-26 17:05:00,2025-06-26 19:05:00,Amber
2025-06-28 00:55:00,2025-06-28 01:55:00,Amber
2025-06-30 23:55:00,2025-07-01 01:10:00,Amber
2025-07-09 23:00:00,2025-07-09 23:45:00,Amber
2025-07-09 23:45:00,2025-07-10 00:45:00,Red
2025-07-10 00:45:00,2025-07-10 01:40:00,Amber
2025-07-10 08:35:00,2025-07-10 09:36:00,Amber
2025-07-10 09:36:00,2025-07-10 10:40:00,Red
2025-07-10 10:40:00,2025-07-10 12:40:00,Amber
2025-07-10 12:40:00,2025-07-10 15:30:00,Red
2025-07-10 15:30:00,2025-07-10 20:00:00,Amber
2025-07-18 11:15:00,2025-07-18 13:00:00,Amber
2025-07-20 15:10:00,2025-07-20 15:45:00,Amber
2025-07-20 15:45:00,2025-07-20 17:00:00,Red
2025-07-20 17:00:00,2025-07-20 18:15:00,Amber
2025-07-22 20:00:00,2025-07-22 23:45:00,Amber
2025-07-25 19:10:00,2025-07-25 19:40:00,Amber
2025-07-25 19:40:00,2025-07-25 20:40:00,Red
2025-07-25 20:40:00,2025-07-25 21:10:00,Amber
2025-07-29 08:05:00,2025-07-29 08:40:00,Amber
2025-07-29 08:40:00,2025-07-29 09:10:00,Red
2025-07-29 09:10:00,2025-07-29 11:05:00,Black
2025-07-29 11:05:00,2025-07-29 11:45:00,Red
2025-07-29 11:45:00,2025-07-29 14:15:00,Amber
2025-08-02 06:50:00,2025-08-02 09:10:00,Amber
2025-08-02 09:10:00,2025-08-02 09:45:00,Red
2025-08-02 09:45:00,2025-08-02 11:45:00,Black
2025-08-02 11:45:00,2025-08-02 12:30:00,Red
2025-08-02 12:30:00,2025-08-02 16:00:00,Amber
2025-08-02 22:35:00,2025-08-03 01:15:00,Amber
2025-08-03 05:45:00,2025-08-03 07:45:00,Amber
2025-08-03 11:20:00,2025-08-03 12:30:00,Amber
2025-08-04 06:30:00,2025-08-04 09:00:00,Amber
2025-08-04 10:25:00,2025-08-04 12:20:00,Amber
2025-08-04 12:20:00,2025-08-04 13:25:00,Red
2025-08-04 13:25:00,2025-08-04 15:15:00,Amber
2025-08-04 21:45:00,2025-08-04 22:35:00,Amber
2025-08-04 22:35:00,2025-08-04 23:45:00,Red
2025-08-04 23:45:00,2025-08-05 02:10:00,Black
2025-08-05 02:10:00,2025-08-05 03:00:00,Red
2025-08-05 03:00:00,2025-08-05 05:20:00,Amber
2025-08-05 05:20:00,2025-08-05 05:50:00,Red
2025-08-05 05:50:00,2025-08-05 17:05:00,Black
2025-08-05 17:05:00,2025-08-05 18:15:00,Amber
2025-08-05 22:55:00,2025-08-06 00:30:00,Amber
2025-08-06 11:45:00,2025-08-06 13:30:00,Amber
2025-08-14 05:22:00,2025-08-14 06:35:00,Amber
2025-08-14 06:35:00,2025-08-14 07:50:00,Red
2025-08-14 07:50:00,2025-08-14 11:10:00,Black
2025-08-14 11:10:00,2025-08-14 12:10:00,Red
2025-08-14 12:10:00,2025-08-14 15:55:00,Amber
2025-08-18 00:30:00,2025-08-18 01:15:00,Amber
2025-08-18 01:15:00,2025-08-18 06:05:00,Red
2025-08-18 06:05:00,2025-08-18 07:20:00,Amber
2025-08-18 10:20:00,2025-08-18 11:45:00,Amber
2025-08-19 09:41:00,2025-08-19 11:15:00,Amber
2025-09-08 04:55:00,2025-09-08 11:35:00,Amber
2025-09-17 06:00:00,2025-09-17 07:00:00,Amber
2025-09-20 04:05:00,2025-09-20 15:10:00,Amber
2025-09-21 09:10:00,2025-09-21 17:30:00,Amber
2025-09-24 02:45:00,2025-09-24 11:50:00,Amber
2025-09-24 15:20:00,2025-09-24 20:00:00,Amber
